time,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x
379,0.208266,-0.207106,1.28,0.204772,-0.19313,1.28,0.13685,-0.208599,1.408,0.09059,-0.118548,1.536,0.093597,-0.010327,1.664,0.309806,-0.212442,1.408,0.409249,-0.185634,1.536,0.430213,-0.110162,1.536,0.212184,-0.038883,1.536,0.157677,-0.043076,1.536,0.111767,0.116857,1.664,0.135039,0.253029,1.792,0.258306,-0.038883,1.536,0.302542,0.121399,1.664,0.262223,0.272596,1.792,0.197784,-0.224576,1.28,0.225737,-0.221082,1.28,0.17682,-0.249035,1.28,nan,nan,nan,0.306248,0.321513,1.792,0.325815,0.31173,1.792,0.242656,0.277488,1.792,0.115472,0.301946,1.792,0.091014,0.287271,1.792,0.165649,0.276344,1.92
380,0.211761,-0.207106,1.28,0.204772,-0.189635,1.28,0.13685,-0.208599,1.408,0.09059,-0.114355,1.536,0.086398,-0.009533,1.536,0.309806,-0.212442,1.408,0.409249,-0.189827,1.536,0.430213,-0.114355,1.536,0.212184,-0.038883,1.536,0.157677,-0.038883,1.536,0.111767,0.121399,1.664,0.135039,0.262813,1.792,0.258306,-0.038883,1.536,0.302542,0.125941,1.664,0.262223,0.272596,1.792,0.201278,-0.221082,1.28,0.229231,-0.221082,1.28,0.17682,-0.24554,1.28,0.275215,-0.254721,1.408,0.306248,0.321513,1.792,0.325815,0.31173,1.792,0.242656,0.272596,1.792,0.120364,0.31173,1.792,nan,nan,nan,0.154606,0.267705,1.792
381,0.211761,-0.203612,1.28,0.204772,-0.189635,1.28,0.13685,-0.204756,1.408,0.09059,-0.114355,1.536,0.086398,-0.00534,1.536,0.309806,-0.212442,1.408,0.409249,-0.189827,1.536,0.430213,-0.118548,1.536,0.212184,-0.038883,1.536,0.161869,-0.038883,1.536,0.111767,0.125941,1.664,0.139931,0.277488,1.792,0.258306,-0.03469,1.536,0.302542,0.125941,1.664,0.262223,0.272596,1.792,0.201278,-0.221082,1.28,0.229231,-0.221082,1.28,0.17682,-0.24554,1.28,0.275215,-0.254721,1.408,0.284373,0.298548,1.664,0.325815,0.31173,1.792,0.242656,0.272596,1.792,0.120364,0.326405,1.792,0.095906,0.31173,1.792,0.154606,0.28238,1.792
382,0.211761,-0.203612,1.28,0.204772,-0.189635,1.28,0.13685,-0.204756,1.408,0.09059,-0.114355,1.536,0.086398,-0.001147,1.536,0.309806,-0.212442,1.408,0.409249,-0.189827,1.536,0.430213,-0.118548,1.536,0.212184,-0.03469,1.536,0.161869,-0.03469,1.536,0.103169,0.124639,1.536,0.144822,0.287271,1.792,0.258306,-0.03469,1.536,0.302542,0.130483,1.664,0.257331,0.272596,1.792,0.201278,-0.221082,1.28,0.225737,-0.217588,1.28,0.17682,-0.242046,1.28,0.275215,-0.254721,1.408,0.306248,0.321513,1.792,0.325815,0.31173,1.792,0.237765,0.272596,1.792,0.111767,0.316717,1.664,nan,nan,nan,0.154606,0.297055,1.792
383,0.211761,-0.200118,1.28,0.204772,-0.186141,1.28,0.13685,-0.200912,1.408,0.086398,-0.110162,1.536,0.082205,0.003046,1.536,0.305963,-0.208599,1.408,0.409249,-0.189827,1.536,0.430213,-0.118548,1.536,0.212184,-0.030497,1.536,0.157677,-0.03469,1.536,0.103169,0.128832,1.536,0.134478,0.280379,1.664,0.258306,-0.030497,1.536,0.27927,0.120446,1.536,0.257331,0.272596,1.792,0.197784,-0.217588,1.28,0.225737,-0.214094,1.28,0.17682,-0.242046,1.28,0.271371,-0.250877,1.408,0.306248,0.321513,1.792,0.320923,0.31173,1.792,0.237765,0.272596,1.792,0.111767,0.330344,1.664,nan,nan,nan,0.159497,0.31173,1.792
384,0.208266,-0.196624,1.28,0.201278,-0.186141,1.28,0.133006,-0.200912,1.408,0.086398,-0.105969,1.536,0.082205,0.003046,1.536,0.305963,-0.208599,1.408,0.405056,-0.189827,1.536,0.430213,-0.118548,1.536,0.212184,-0.030497,1.536,0.157677,-0.030497,1.536,0.103169,0.133025,1.536,0.134478,0.294006,1.664,0.258306,-0.026304,1.536,0.307085,0.135026,1.664,0.257331,0.272596,1.792,0.197784,-0.214094,1.28,0.225737,-0.214094,1.28,0.173326,-0.238552,1.28,nan,nan,nan,0.306248,0.321513,1.792,0.320923,0.31173,1.792,0.237765,0.272596,1.792,0.116309,0.343971,1.664,0.093597,0.330344,1.664,0.148105,0.30309,1.664
385,0.208266,-0.19313,1.28,0.197784,-0.182647,1.28,0.133006,-0.197069,1.408,0.082205,-0.105969,1.536,0.078012,0.007239,1.536,0.305963,-0.204756,1.408,0.405056,-0.185634,1.536,0.434406,-0.118548,1.536,0.212184,-0.026304,1.536,0.157677,-0.026304,1.536,0.103169,0.141411,1.536,0.13902,0.307632,1.664,0.258306,-0.026304,1.536,0.283463,0.128832,1.536,0.257331,0.272596,1.792,0.19429,-0.2106,1.28,0.222243,-0.2106,1.28,0.169832,-0.235058,1.28,nan,nan,nan,nan,nan,nan,0.320923,0.31173,1.792,0.232873,0.267705,1.792,0.116309,0.357598,1.664,0.09814,0.343971,1.664,0.148105,0.321259,1.664
386,0.204772,-0.189635,1.28,0.197784,-0.179153,1.28,0.129163,-0.193225,1.408,0.078012,-0.101776,1.536,0.078012,0.011431,1.536,0.302119,-0.204756,1.408,0.405056,-0.185634,1.536,0.434406,-0.118548,1.536,0.212184,-0.022112,1.536,0.153484,-0.022112,1.536,0.103169,0.145603,1.536,0.13902,0.321259,1.664,0.258306,-0.022112,1.536,0.283463,0.133025,1.536,0.257331,0.272596,1.792,0.190796,-0.207106,1.28,0.222243,-0.207106,1.28,0.166338,-0.231564,1.28,0.267528,-0.247034,1.408,0.306248,0.321513,1.792,0.320923,0.31173,1.792,0.232873,0.267705,1.792,0.111767,0.371224,1.664,0.09814,0.353055,1.664,0.148105,0.334886,1.664
387,0.201278,-0.186141,1.28,0.19429,-0.175659,1.28,0.125319,-0.189382,1.408,0.073819,-0.097583,1.536,0.073819,0.019817,1.536,0.298276,-0.200912,1.408,0.400863,-0.181441,1.536,0.438599,-0.118548,1.536,0.207991,-0.017919,1.536,0.153484,-0.017919,1.536,0.103169,0.153989,1.536,0.128326,0.309126,1.536,0.258306,-0.017919,1.536,0.27927,0.137218,1.536,0.25244,0.272596,1.792,0.187302,-0.203612,1.28,0.218749,-0.203612,1.28,0.162844,-0.22807,1.28,0.239713,-0.221082,1.28,0.306248,0.321513,1.792,0.320923,0.31173,1.792,0.227981,0.267705,1.792,0.103169,0.355247,1.536,0.09814,0.366682,1.664,0.148105,0.343971,1.664
388,0.197784,-0.182647,1.28,0.190796,-0.172165,1.28,0.125319,-0.181695,1.408,0.073819,-0.089198,1.536,0.069626,0.02401,1.536,0.294432,-0.197069,1.408,0.400863,-0.181441,1.536,0.438599,-0.114355,1.536,0.207991,-0.013726,1.536,0.149291,-0.013726,1.536,0.103169,0.158182,1.536,0.13902,0.343971,1.664,0.254113,-0.013726,1.536,0.27927,0.137218,1.536,0.25244,0.267705,1.792,0.183808,-0.200118,1.28,0.215255,-0.196624,1.28,0.15935,-0.224576,1.28,0.236219,-0.217588,1.28,0.306248,0.321513,1.792,0.320923,0.31173,1.792,0.227981,0.267705,1.792,0.103169,0.363633,1.536,0.09059,0.346862,1.536,0.148105,0.353055,1.664
389,0.19429,-0.179153,1.28,0.187302,-0.168671,1.28,0.121476,-0.177851,1.408,0.069626,-0.085005,1.536,0.069626,0.028203,1.536,0.290589,-0.193225,1.408,0.39667,-0.177248,1.536,0.438599,-0.114355,1.536,0.203798,-0.013726,1.536,0.149291,-0.009533,1.536,0.103169,0.162375,1.536,0.143563,0.348513,1.664,0.254113,-0.009533,1.536,0.27927,0.141411,1.536,0.25244,0.267705,1.792,0.180314,-0.19313,1.28,0.211761,-0.19313,1.28,0.155856,-0.217588,1.28,0.255997,-0.235503,1.408,0.284373,0.298548,1.664,0.320923,0.31173,1.792,0.227981,0.267705,1.792,0.111767,0.40302,1.664,0.09814,0.380309,1.664,0.148105,0.36214,1.664
390,0.190796,-0.172165,1.28,0.183808,-0.165177,1.28,0.117633,-0.174008,1.408,0.05998,-0.074078,1.408,0.065433,0.032396,1.536,0.286745,-0.189382,1.408,0.392478,-0.177248,1.536,0.442792,-0.110162,1.536,0.203798,-0.009533,1.536,0.145098,-0.009533,1.536,0.103169,0.170761,1.536,0.143563,0.357598,1.664,0.254113,-0.009533,1.536,0.27927,0.145603,1.536,0.25244,0.267705,1.792,0.17682,-0.189635,1.28,0.208266,-0.189635,1.28,0.152361,-0.214094,1.28,nan,nan,nan,0.284373,0.298548,1.664,0.320923,0.31173,1.792,0.227981,0.267705,1.792,0.103169,0.376212,1.536,0.09059,0.35944,1.536,0.148105,0.371224,1.664
391,0.187302,-0.168671,1.28,0.180314,-0.161683,1.28,0.113789,-0.170164,1.408,0.056137,-0.070234,1.408,0.065433,0.036589,1.536,0.282902,-0.189382,1.408,0.388285,-0.177248,1.536,0.442792,-0.110162,1.536,0.199605,-0.00534,1.536,0.145098,-0.00534,1.536,0.103169,0.174954,1.536,0.143563,0.36214,1.664,0.24992,-0.00534,1.536,0.275077,0.145603,1.536,0.25244,0.267705,1.792,0.173326,-0.186141,1.28,0.204772,-0.186141,1.28,0.145373,-0.2106,1.28,0.225737,-0.207106,1.28,nan,nan,nan,0.320923,0.31173,1.792,0.227981,0.267705,1.792,0.103169,0.380405,1.536,0.09059,0.363633,1.536,0.148105,0.375767,1.664
392,0.183808,-0.165177,1.28,0.173326,-0.158189,1.28,0.109946,-0.166321,1.408,0.057047,-0.072426,1.536,0.06124,0.040782,1.536,0.279058,-0.185538,1.408,0.388285,-0.173055,1.536,0.442792,-0.105969,1.536,0.195412,-0.001147,1.536,0.140905,-0.001147,1.536,0.103169,0.174954,1.536,0.13902,0.366682,1.664,0.24992,-0.001147,1.536,0.275077,0.149796,1.536,0.25244,0.267705,1.792,0.169832,-0.179153,1.28,0.197784,-0.179153,1.28,0.141879,-0.207106,1.28,0.244467,-0.220129,1.408,0.284373,0.298548,1.664,0.320923,0.31173,1.792,0.227981,0.267705,1.792,0.103169,0.384597,1.536,0.09059,0.363633,1.536,0.148105,0.380309,1.664
393,0.17682,-0.161683,1.28,0.169832,-0.158189,1.28,0.106102,-0.162477,1.408,0.052294,-0.062547,1.408,0.06124,0.044974,1.536,0.275215,-0.181695,1.408,0.384092,-0.173055,1.536,0.446985,-0.101776,1.536,0.195412,-0.001147,1.536,0.140905,-0.001147,1.536,0.098976,0.179147,1.536,0.13902,0.366682,1.664,0.245727,-0.001147,1.536,0.275077,0.149796,1.536,0.25244,0.267705,1.792,0.162844,-0.175659,1.28,0.19429,-0.175659,1.28,0.138385,-0.203612,1.28,0.23678,-0.216286,1.408,nan,nan,nan,0.325815,0.31173,1.792,0.227981,0.262813,1.792,0.098976,0.384597,1.536,0.086398,0.367826,1.536,0.148105,0.380309,1.664
394,0.173326,-0.154695,1.28,0.166338,-0.154695,1.28,0.102259,-0.158634,1.408,0.04845,-0.058704,1.408,0.057047,0.049167,1.536,0.271371,-0.177851,1.408,0.348241,-0.158634,1.408,0.446985,-0.097583,1.536,0.19122,0.003046,1.536,0.136712,0.003046,1.536,0.098976,0.183339,1.536,0.13902,0.371224,1.664,0.245727,-0.001147,1.536,0.270884,0.149796,1.536,0.25244,0.267705,1.792,0.15935,-0.172165,1.28,0.190796,-0.172165,1.28,0.134891,-0.200118,1.28,0.211761,-0.19313,1.28,0.306248,0.316621,1.792,0.325815,0.306838,1.792,0.227981,0.262813,1.792,0.098976,0.38879,1.536,0.093597,0.398478,1.664,0.148105,0.384851,1.664
395,0.169832,-0.151201,1.28,0.162844,-0.151201,1.28,0.085974,-0.140719,1.28,0.044607,-0.05486,1.408,0.057047,0.05336,1.536,0.243207,-0.161683,1.28,0.348241,-0.15479,1.408,0.451178,-0.09339,1.536,nan,nan,nan,0.132519,0.003046,1.536,0.098976,0.183339,1.536,0.13902,0.371224,1.664,0.241534,0.003046,1.536,0.270884,0.149796,1.536,0.25244,0.267705,1.792,0.155856,-0.168671,1.28,0.187302,-0.168671,1.28,0.127903,-0.196624,1.28,0.208266,-0.189635,1.28,0.284373,0.294006,1.664,0.325815,0.306838,1.792,0.227981,0.262813,1.792,0.098976,0.38879,1.536,0.086398,0.367826,1.536,0.152647,0.384851,1.664
396,0.166338,-0.147707,1.28,0.15935,-0.151201,1.28,0.08248,-0.137224,1.28,0.040763,-0.051017,1.408,0.052855,0.05336,1.536,0.239713,-0.158189,1.28,0.344397,-0.150947,1.408,0.451178,-0.085005,1.536,nan,nan,nan,0.132519,0.007239,1.536,0.098976,0.183339,1.536,0.13902,0.371224,1.664,0.241534,0.003046,1.536,0.270884,0.153989,1.536,0.25244,0.262813,1.792,0.152361,-0.165177,1.28,0.183808,-0.165177,1.28,0.124409,-0.19313,1.28,0.204772,-0.186141,1.28,nan,nan,nan,0.325815,0.306838,1.792,0.232873,0.262813,1.792,0.098976,0.38879,1.536,0.086398,0.367826,1.536,0.152647,0.384851,1.664
397,0.162844,-0.144213,1.28,0.155856,-0.147707,1.28,0.078986,-0.13373,1.28,0.03692,-0.047173,1.408,0.048662,0.057553,1.536,0.236219,-0.158189,1.28,0.344397,-0.150947,1.408,0.455371,-0.080812,1.536,0.167598,0.002792,1.408,0.128326,0.007239,1.536,0.098976,0.187532,1.536,0.13902,0.371224,1.664,0.237341,0.003046,1.536,0.266691,0.153989,1.536,0.25244,0.262813,1.792,0.148867,-0.161683,1.28,0.180314,-0.161683,1.28,0.120915,-0.189635,1.28,0.201278,-0.182647,1.28,nan,nan,nan,0.325815,0.306838,1.792,0.232873,0.262813,1.792,0.098976,0.38879,1.536,0.086398,0.367826,1.536,0.152647,0.384851,1.664
398,0.155856,-0.140719,1.28,0.152361,-0.144213,1.28,0.075492,-0.13373,1.28,0.033076,-0.047173,1.408,0.048662,0.057553,1.536,0.236219,-0.158189,1.28,0.344397,-0.147103,1.408,0.417423,-0.066391,1.408,0.163754,0.006635,1.408,0.128326,0.007239,1.536,0.098976,0.187532,1.536,0.143563,0.371224,1.664,0.233148,0.003046,1.536,0.266691,0.153989,1.536,0.25244,0.262813,1.792,0.130836,-0.145515,1.152,0.17682,-0.161683,1.28,0.117421,-0.189635,1.28,0.197784,-0.182647,1.28,0.284373,0.298548,1.664,0.325815,0.306838,1.792,0.232873,0.262813,1.792,0.098976,0.384597,1.536,0.086398,0.367826,1.536,0.152647,0.384851,1.664
399,0.155856,-0.140719,1.28,0.152361,-0.144213,1.28,0.075492,-0.13373,1.28,0.033076,-0.04333,1.408,0.044469,0.061746,1.536,0.232725,-0.154695,1.28,0.344397,-0.14326,1.408,0.421267,-0.062547,1.408,0.163754,0.006635,1.408,0.124133,0.007239,1.536,0.098976,0.187532,1.536,0.143563,0.371224,1.664,0.233148,0.003046,1.536,0.266691,0.153989,1.536,0.25244,0.267705,1.792,0.127691,-0.14237,1.152,0.173326,-0.158189,1.28,0.113927,-0.186141,1.28,0.197784,-0.179153,1.28,nan,nan,nan,0.325815,0.31173,1.792,0.232873,0.262813,1.792,0.098976,0.384597,1.536,nan,nan,nan,0.152647,0.384851,1.664
400,0.152361,-0.137224,1.28,0.148867,-0.140719,1.28,0.071998,-0.130236,1.28,0.029233,-0.04333,1.408,0.040276,0.061746,1.536,0.229231,-0.154695,1.28,0.344397,-0.139417,1.408,0.421267,-0.05486,1.408,nan,nan,nan,0.119941,0.011431,1.536,0.098976,0.187532,1.536,0.143563,0.371224,1.664,0.228955,0.007239,1.536,0.266691,0.153989,1.536,0.257331,0.267705,1.792,0.124547,-0.14237,1.152,0.152849,-0.139225,1.152,0.102534,-0.167527,1.152,0.19429,-0.175659,1.28,0.284373,0.30309,1.664,0.325815,0.31173,1.792,0.232873,0.262813,1.792,0.098976,0.384597,1.536,nan,nan,nan,0.152647,0.384851,1.664
401,0.133981,-0.120357,1.152,0.130836,-0.126647,1.152,0.068504,-0.130236,1.28,0.025389,-0.04333,1.408,0.036083,0.061746,1.536,0.229231,-0.151201,1.28,0.344397,-0.135573,1.408,nan,nan,nan,nan,nan,nan,0.109946,0.010479,1.408,0.098976,0.187532,1.536,0.143563,0.371224,1.664,0.228955,0.007239,1.536,0.266691,0.153989,1.536,0.257331,0.272596,1.792,0.121402,-0.139225,1.152,0.149704,-0.139225,1.152,0.099389,-0.164383,1.152,0.190796,-0.175659,1.28,0.306248,0.331297,1.792,0.325815,0.316621,1.792,0.232873,0.267705,1.792,0.098976,0.384597,1.536,0.093597,0.393936,1.664,0.152647,0.384851,1.664
402,0.130836,-0.120357,1.152,0.130836,-0.123502,1.152,0.06501,-0.130236,1.28,0.025389,-0.039486,1.408,0.03189,0.061746,1.536,0.229231,-0.151201,1.28,0.344397,-0.13173,1.408,0.42511,-0.04333,1.408,nan,nan,nan,0.106102,0.014322,1.408,0.098976,0.191725,1.536,0.143563,0.371224,1.664,0.224763,0.007239,1.536,0.270884,0.158182,1.536,0.257331,0.277488,1.792,0.121402,-0.139225,1.152,0.149704,-0.136081,1.152,0.099389,-0.164383,1.152,0.187302,-0.172165,1.28,0.288916,0.312175,1.664,0.325815,0.321513,1.792,0.237765,0.267705,1.792,0.098976,0.384597,1.536,0.093597,0.393936,1.664,0.152647,0.380309,1.664
403,0.130836,-0.117213,1.152,0.130836,-0.123502,1.152,0.06501,-0.130236,1.28,0.021546,-0.039486,1.408,0.03189,0.065939,1.536,0.229231,-0.147707,1.28,0.344397,-0.127886,1.408,0.428954,-0.039486,1.408,nan,nan,nan,0.106102,0.014322,1.408,0.098976,0.191725,1.536,0.143563,0.371224,1.664,0.206032,0.010479,1.408,0.270884,0.158182,1.536,0.23895,0.26221,1.664,0.118257,-0.136081,1.152,0.146559,-0.136081,1.152,0.096245,-0.164383,1.152,0.187302,-0.172165,1.28,0.288916,0.321259,1.664,0.330707,0.331297,1.792,nan,nan,nan,0.098976,0.384597,1.536,0.086398,0.363633,1.536,0.152647,0.380309,1.664
404,0.130836,-0.117213,1.152,0.127691,-0.120357,1.152,0.061516,-0.126742,1.28,0.021546,-0.039486,1.408,0.027697,0.065939,1.536,0.229231,-0.147707,1.28,0.344397,-0.124043,1.408,0.428954,-0.035643,1.408,nan,nan,nan,0.102259,0.018166,1.408,0.098976,0.191725,1.536,0.143563,0.371224,1.664,0.206032,0.010479,1.408,0.270884,0.162375,1.536,0.243493,0.271294,1.664,0.118257,-0.136081,1.152,0.146559,-0.132936,1.152,0.096245,-0.161238,1.152,0.187302,-0.168671,1.28,0.288916,0.330344,1.664,0.307085,0.316717,1.664,0.237765,0.287271,1.792,0.098976,0.384597,1.536,0.086398,0.363633,1.536,0.152647,0.380309,1.664
405,0.127691,-0.114068,1.152,0.127691,-0.120357,1.152,0.061516,-0.126742,1.28,0.017702,-0.039486,1.408,0.023504,0.065939,1.536,0.229231,-0.144213,1.28,0.348241,-0.116356,1.408,0.432797,-0.031799,1.408,nan,nan,nan,0.102259,0.018166,1.408,0.098976,0.195918,1.536,0.143563,0.371224,1.664,0.206032,0.014322,1.408,0.252154,0.152687,1.408,0.243493,0.280379,1.664,0.118257,-0.132936,1.152,0.146559,-0.132936,1.152,0.096245,-0.161238,1.152,0.187302,-0.165177,1.28,0.288916,0.343971,1.664,0.307085,0.330344,1.664,0.242656,0.297055,1.792,0.098976,0.384597,1.536,0.093597,0.393936,1.664,0.152647,0.380309,1.664
406,0.130836,-0.114068,1.152,0.127691,-0.117213,1.152,0.061516,-0.126742,1.28,0.017702,-0.035643,1.408,0.023504,0.070132,1.536,0.229231,-0.140719,1.28,0.352084,-0.112512,1.408,0.432797,-0.027956,1.408,nan,nan,nan,0.102259,0.022009,1.408,0.090728,0.179592,1.408,0.143563,0.366682,1.664,0.206032,0.018166,1.408,0.252154,0.156531,1.408,0.248035,0.294006,1.664,0.118257,-0.129791,1.152,0.146559,-0.129791,1.152,0.096245,-0.158093,1.152,0.187302,-0.165177,1.28,0.288916,0.357598,1.664,0.307085,0.343971,1.664,0.225324,0.289463,1.664,0.098976,0.384597,1.536,0.093597,0.393936,1.664,0.152647,0.380309,1.664
407,0.130836,-0.110923,1.152,0.130836,-0.117213,1.152,0.061516,-0.123248,1.28,0.017702,-0.035643,1.408,0.019312,0.070132,1.536,0.232725,-0.140719,1.28,0.352084,-0.108669,1.408,0.436641,-0.020269,1.408,nan,nan,nan,0.102259,0.025853,1.408,0.090728,0.183435,1.408,0.143563,0.366682,1.664,0.209876,0.018166,1.408,0.252154,0.160374,1.408,0.248035,0.307632,1.664,0.118257,-0.129791,1.152,0.149704,-0.126647,1.152,0.096245,-0.158093,1.152,0.190796,-0.161683,1.28,0.288916,0.371224,1.664,0.307085,0.357598,1.664,0.225324,0.307632,1.664,0.098976,0.384597,1.536,0.086398,0.367826,1.536,0.152647,0.380309,1.664
408,0.130836,-0.110923,1.152,0.130836,-0.114068,1.152,0.061516,-0.123248,1.28,0.017702,-0.031799,1.408,0.019312,0.074325,1.536,0.232725,-0.137224,1.28,0.323571,-0.091802,1.28,0.436641,-0.016425,1.408,nan,nan,nan,0.102259,0.025853,1.408,0.090728,0.183435,1.408,0.143563,0.366682,1.664,0.209876,0.022009,1.408,0.255997,0.164218,1.408,0.233148,0.30074,1.536,0.121402,-0.126647,1.152,0.149704,-0.123502,1.152,0.099389,-0.154949,1.152,0.190796,-0.161683,1.28,0.266691,0.35944,1.536,0.311627,0.375767,1.664,0.212184,0.30074,1.536,0.098976,0.384597,1.536,0.082205,0.367826,1.536,0.152647,0.380309,1.664
409,0.133981,-0.107779,1.152,0.133981,-0.114068,1.152,0.06501,-0.119754,1.28,0.021546,-0.031799,1.408,0.019312,0.078517,1.536,0.236219,-0.13373,1.28,0.327065,-0.088308,1.28,0.440484,-0.012582,1.408,0.145373,0.026997,1.28,0.102259,0.029696,1.408,0.086885,0.187278,1.408,0.143563,0.366682,1.664,0.213719,0.025853,1.408,0.255997,0.171905,1.408,0.233148,0.313319,1.536,0.121402,-0.123502,1.152,0.152849,-0.120357,1.152,0.099389,-0.151804,1.152,0.19429,-0.158189,1.28,nan,nan,nan,0.311627,0.393936,1.664,0.212184,0.317511,1.536,0.098976,0.384597,1.536,nan,nan,nan,0.152647,0.375767,1.664
410,0.133981,-0.104634,1.152,0.137125,-0.110923,1.152,0.068504,-0.119754,1.28,0.021546,-0.027956,1.408,0.021546,0.075818,1.408,0.239713,-0.130236,1.28,0.330559,-0.081319,1.28,0.440484,-0.008739,1.408,0.148867,0.030491,1.28,0.106102,0.03354,1.408,0.086885,0.191122,1.408,0.143563,0.366682,1.664,0.217563,0.03354,1.408,0.255997,0.179592,1.408,0.237341,0.33009,1.536,0.124547,-0.120357,1.152,0.155993,-0.117213,1.152,0.102534,-0.148659,1.152,0.197784,-0.154695,1.28,0.266691,0.392983,1.536,0.287656,0.380405,1.536,0.212184,0.334283,1.536,0.098976,0.384597,1.536,0.082205,0.367826,1.536,0.152647,0.375767,1.664
411,0.137125,-0.101489,1.152,0.14027,-0.107779,1.152,0.068504,-0.11626,1.28,0.021546,-0.024112,1.408,0.021546,0.079661,1.408,0.246701,-0.126742,1.28,0.334053,-0.077825,1.28,0.444327,-0.004895,1.408,0.148867,0.033985,1.28,0.106102,0.037383,1.408,0.086885,0.194965,1.408,0.143563,0.36214,1.664,0.217563,0.037383,1.408,0.255997,0.187278,1.408,0.237341,0.342669,1.536,0.127691,-0.117213,1.152,0.159138,-0.114068,1.152,0.105679,-0.145515,1.152,0.201278,-0.151201,1.28,0.270884,0.405562,1.536,0.287656,0.397176,1.536,0.212184,0.346862,1.536,0.098976,0.384597,1.536,nan,nan,nan,0.157189,0.375767,1.664
412,0.14027,-0.098345,1.152,0.143415,-0.104634,1.152,0.071998,-0.112766,1.28,0.025389,-0.020269,1.408,0.025389,0.083505,1.408,0.250195,-0.119754,1.28,0.337547,-0.070837,1.28,0.444327,-0.001052,1.408,0.152361,0.037479,1.28,0.109946,0.041227,1.408,0.086885,0.198809,1.408,0.143563,0.36214,1.664,0.221406,0.041227,1.408,0.255997,0.194965,1.408,0.241534,0.355247,1.536,0.130836,-0.114068,1.152,0.162283,-0.110923,1.152,0.108823,-0.14237,1.152,0.208266,-0.147707,1.28,0.270884,0.422333,1.536,0.287656,0.409755,1.536,0.216377,0.363633,1.536,0.098976,0.384597,1.536,0.089055,0.398478,1.664,0.157189,0.375767,1.664
413,0.146559,-0.0952,1.152,0.146559,-0.101489,1.152,0.075492,-0.109272,1.28,0.029233,-0.016425,1.408,0.029233,0.087348,1.408,0.257183,-0.11626,1.28,0.341041,-0.067343,1.28,0.403934,-0.000956,1.28,0.152361,0.040973,1.28,0.113789,0.04507,1.408,0.086885,0.202652,1.408,0.143563,0.36214,1.664,0.22525,0.048914,1.408,0.259841,0.202652,1.408,0.221406,0.337174,1.408,0.133981,-0.110923,1.152,0.165427,-0.107779,1.152,0.111968,-0.139225,1.152,0.211761,-0.144213,1.28,0.270884,0.434912,1.536,0.287656,0.426526,1.536,0.198345,0.344861,1.408,0.098976,0.384597,1.536,0.089055,0.398478,1.664,0.157189,0.371224,1.664
414,0.149704,-0.092055,1.152,0.149704,-0.098345,1.152,0.078986,-0.105778,1.28,0.033076,-0.012582,1.408,0.033076,0.091192,1.408,0.260677,-0.112766,1.28,0.344535,-0.063849,1.28,0.403934,0.002538,1.28,0.155856,0.047961,1.28,0.113789,0.048914,1.408,0.083041,0.206496,1.408,0.143563,0.357598,1.664,0.22525,0.052757,1.408,0.259841,0.206496,1.408,0.221406,0.344861,1.408,0.137125,-0.107779,1.152,0.168572,-0.104634,1.152,0.118257,-0.136081,1.152,0.193729,-0.126647,1.152,0.270884,0.443298,1.536,0.287656,0.434912,1.536,0.198345,0.352548,1.408,0.098976,0.384597,1.536,nan,nan,nan,0.157189,0.371224,1.664
415,0.155993,-0.088911,1.152,0.155993,-0.0952,1.152,0.085974,-0.102284,1.28,0.03692,-0.004895,1.408,0.03692,0.098879,1.408,0.267666,-0.109272,1.28,0.348029,-0.060355,1.28,0.407428,0.002538,1.28,0.15935,0.051455,1.28,0.117633,0.0566,1.408,0.083041,0.206496,1.408,0.143563,0.357598,1.664,0.229093,0.0566,1.408,0.259841,0.214183,1.408,0.22525,0.352548,1.408,0.143415,-0.104634,1.152,0.174861,-0.101489,1.152,0.121402,-0.132936,1.152,0.200018,-0.123502,1.152,0.270884,0.451683,1.536,0.291849,0.447491,1.536,0.198345,0.360235,1.408,0.098976,0.384597,1.536,nan,nan,nan,0.157189,0.371224,1.664
416,0.159138,-0.085766,1.152,0.159138,-0.092055,1.152,0.089468,-0.09879,1.28,0.040763,-0.001052,1.408,0.040763,0.102722,1.408,0.27116,-0.105778,1.28,0.351523,-0.056861,1.28,0.407428,0.006032,1.28,0.162844,0.054949,1.28,0.121476,0.060444,1.408,0.083041,0.210339,1.408,0.143563,0.357598,1.664,0.232937,0.064287,1.408,0.259841,0.22187,1.408,0.22525,0.360235,1.408,0.146559,-0.101489,1.152,0.181151,-0.098345,1.152,0.127691,-0.129791,1.152,0.206308,-0.120357,1.152,0.275077,0.460069,1.536,0.291849,0.451683,1.536,0.198345,0.364078,1.408,0.098976,0.384597,1.536,nan,nan,nan,0.157189,0.366682,1.664
