Frame#,sternumU,,,shoulderR,,,shoulderL,,,elbowRin,,,wristRin,,,elbowLin,,,wristLin,,,pvsR,,,pvsL,,,kneeRin,,,heelR,,,kneeLin,,,heelL,,,headT,,,pvCenter,,
Time,X3,Y3,Z3,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X9,Y9,Z9,X13,Y13,Z13,X15,Y15,Z15,X22,Y22,Z22,X23,Y23,Z23,X26,Y26,Z26,X28,Y28,Z28,X33,Y33,Z33,X35,Y35,Z35,X40,Y40,Z40,X41,Y41,Z41
1.436,-358.23688,-852.95569,260.79688,-431.93701,-1048.42639,188.72961,-458.672,-744.13855,155.14929,-224.36896,-1291.95142,179.37341,-105.09479,-1402.05603,376.375,-275.55933,-470.98651,98.84125,-171.41168,-306.11505,250.65338,-11.02155,-1041.43176,202.09979,-14.62646,-701.9718,149.57025,222.23041,-892.53955,587.51166,566.51068,-915.94971,785.30609,224.30389,-789.2522,574.70642,582.79474,-758.64905,694.6524,-633.0401,-898.03979,335.01965,-12.824005,-871.70178,175.83502
1.44,-362.65265,-852.47632,258.96094,-435.70142,-1048.94385,184.04089,-461.2428,-743.96033,149.75818,-227.64777,-1291.2655,167.94287,-107.61493,-1410.77612,358.44464,-279.0105,-473.04398,88.70508,-176.3764,-300.51453,231.85461,-14.56195,-1041.26685,205.54633,-16.2641,-702.21454,152.17737,214.06403,-892.49805,592.17682,553.30786,-915.35413,798.47272,218.23352,-790.14124,578.65985,573.90173,-759.04865,707.99792,-639.79279,-897.46057,326.62964,-15.413025,-871.740695,178.86185
1.444,-366.91864,-852.08807,257.49719,-439.33081,-1049.3335,179.75903,-463.76709,-743.74084,145.34937,-230.85675,-1290.11462,157.01935,-109.95135,-1419.27124,339.91846,-282.40161,-475.3222,78.922,-181.18231,-295.34091,213.15533,-18.25549,-1041.12341,208.88739,-18.25616,-702.53784,154.73889,206.02753,-892.42755,596.81421,540.04419,-914.8418,811.22565,212.26892,-791.08105,582.63837,564.84338,-759.40302,721.07843,-646.31,-896.8017,318.21765,-18.255825,-871.830625,181.81314
1.448,-371.04352,-851.80737,256.38171,-442.82385,-1049.5918,175.93701,-466.2688,-743.52478,141.9137,-234.0047,-1288.54321,146.68774,-112.15021,-1427.48779,320.79248,-285.75854,-477.71225,69.32916,-185.79364,-290.6156,194.79126,-22.03918,-1041.02002,212.07623,-20.5871,-702.91937,157.23438,198.10742,-892.33118,601.41431,526.74323,-914.41248,823.55078,206.41547,-792.06232,586.63501,555.63361,-759.71942,733.87939,-652.52728,-896.05786,309.81421,-21.31314,-871.969695,184.655305
1.452,-375.03412,-851.63715,255.5813,-446.16895,-1049.71619,172.61609,-468.76392,-743.36914,139.3811,-237.09906,-1286.60962,137.00909,-114.2674,-1435.36145,301.08344,-287.22665,-479.65118,68.72874,-190.16925,-286.36383,177.08655,-25.84882,-1040.96436,215.08112,-23.22137,-703.33777,159.64728,190.28546,-892.20984,605.96661,513.4278,-914.06744,835.43732,200.66193,-793.08081,590.64655,546.28741,-760.00671,746.38538,-658.38495,-895.23132,301.46631,-24.535095,-872.151065,187.3642
1.456,-378.89337,-851.56366,255.05542,-449.35083,-1049.71252,169.82458,-471.26782,-743.32831,137.6344,-240.14178,-1284.37756,128.01569,-116.36603,-1442.81665,280.83752,-287.9209,-481.56522,70.69686,-194.26776,-282.6106,160.46057,-29.625,-1040.95496,217.88336,-26.10968,-703.77509,161.96545,182.53906,-892.05988,610.46204,500.12042,-913.80811,846.8786,194.98694,-794.13208,594.66956,536.82056,-760.27216,758.58228,-663.83307,-894.33569,293.2356,-27.86734,-872.365025,189.924405
1.46,-382.62152,-851.56006,254.75635,-452.35767,-1049.60278,167.57654,-473.79529,-743.43909,136.53198,-243.13177,-1281.90967,119.69879,-118.51154,-1449.76782,260.14105,-289.26282,-483.90723,67.75533,-198.0517,-279.3786,145.4209,-33.31549,-1040.98181,220.47443,-29.19519,-704.21832,164.18152,174.84509,-891.8764,614.8927,486.84262,-913.63434,857.87122,189.3667,-795.20636,598.69873,527.24786,-760.5191,770.45947,-668.83832,-893.39709,285.19824,-31.25534,-872.600065,192.327975
1.464,-386.2171,-851.5943,254.6311,-455.18518,-1049.4281,165.87097,-476.35498,-743.71692,135.9292,-246.06598,-1279.26526,112.0022,-120.76532,-1456.12219,239.13379,-290.49625,-486.18842,64.88182,-201.48895,-276.68658,132.53503,-36.87604,-1041.02722,222.85529,-32.41772,-704.65863,166.29529,167.18268,-891.65741,619.25049,473.61292,-913.54419,868.4151,183.78186,-796.28497,602.72351,517.58386,-760.7511,782.00964,-673.38885,-892.44922,277.44214,-34.64688,-872.842925,194.57529
1.468,-389.67804,-851.63678,254.62427,-457.83472,-1049.24414,164.69312,-478.94531,-744.15894,135.6886,-248.93756,-1276.4967,104.83203,-123.17596,-1461.78174,218.02271,-291.60211,-488.3978,62.10066,-204.55402,-274.54581,122.3689,-40.27289,-1041.06934,225.03876,-35.71698,-705.08997,168.31342,159.53424,-891.40454,623.52747,460.44482,-913.53247,878.51379,178.22131,-797.33978,606.72345,507.84424,-760.97742,793.22821,-677.49664,-891.52295,270.06152,-37.994935,-873.079655,196.67609
1.472,-393.00067,-851.66882,254.68311,-460.31311,-1049.11414,164.01428,-481.55566,-744.74841,135.68506,-251.73334,-1273.64624,98.07813,-125.77045,-1466.64819,197.09497,-292.63629,-490.55954,59.35005,-207.23553,-272.95865,115.37854,-43.48737,-1041.08679,227.04846,-39.03497,-705.50763,170.24829,151.88611,-891.12347,627.7168,447.34546,-913.58893,888.17548,172.68048,-798.34155,610.6709,498.04529,-761.21222,804.1131,-681.19366,-890.64197,263.146,-41.26117,-873.29721,198.648375
1.476,-396.18219,-851.69098,254.76147,-462.63318,-1049.10132,163.7948,-484.16846,-745.45819,135.81018,-254.43317,-1270.74487,91.63696,-128.54779,-1470.63013,176.72314,-292.29819,-490.59958,59.56041,-209.5423,-271.92267,111.76849,-46.51892,-1041.06445,228.91504,-42.32013,-705.90826,172.11438,144.22791,-890.82288,631.81299,434.31595,-913.69885,897.41321,167.1532,-799.27264,614.54187,488.2012,-761.46887,814.66492,-684.52509,-889.82294,256.77246,-44.419525,-873.486355,200.51471
1.48,-399.21893,-851.72754,254.82019,-464.81274,-1049.25989,163.98401,-486.75989,-746.25623,135.97375,-257.01447,-1267.81738,85.4303,-131.47321,-1473.65381,157.36298,-292.23102,-489.89771,60.70323,-211.49554,-271.43759,111.38867,-49.38629,-1040.99561,230.67029,-45.53229,-706.29132,173.92316,136.55292,-890.51318,635.81146,421.35419,-913.84772,906.24371,161.62653,-800.1358,618.32532,478.32068,-761.75262,824.88696,-687.5434,-889.07574,250.99976,-47.45929,-873.643465,202.296725
1.484,-402.10858,-851.81708,254.83081,-466.87378,-1049.6261,164.52039,-489.29761,-747.11145,136.10132,-259.45477,-1264.89331,79.42126,-134.47821,-1475.67126,139.54077,-293.94867,-490.13071,60.39832,-213.10883,-271.50156,113.75842,-52.12323,-1040.87817,232.34271,-48.646,-706.66046,175.67834,128.85663,-890.2052,639.70618,408.45782,-914.02863,914.68549,156.08191,-800.95154,622.02612,468.40607,-762.05444,834.7843,-690.30597,-888.40161,245.86743,-50.384615,-873.769315,204.010525
1.488,-404.8515,-851.99176,254.7771,-468.83948,-1050.21863,165.33118,-491.74231,-747.99695,136.1333,-261.73065,-1262.01611,73.63251,-137.46307,-1476.66821,123.8208,-295.67297,-490.32712,60.17661,-214.38702,-272.08771,118.21179,-54.77081,-1040.71484,233.95526,-51.64972,-707.02374,177.37469,121.13538,-889.90778,643.48877,395.6254,-914.24255,922.75861,150.49927,-801.74927,625.66278,458.45575,-762.35364,844.36316,-692.87018,-887.7937,241.39661,-53.210265,-873.86929,205.664975
1.492,-407.45355,-852.2663,254.65454,-470.73291,-1051.04187,166.33228,-494.05505,-748.89001,136.02637,-263.81427,-1259.24927,68.15875,-140.30121,-1476.67297,110.74054,-297.41446,-490.44427,60.11575,-215.34601,-273.11902,124.06793,-57.37018,-1040.51465,235.52472,-54.54291,-707.39307,179.00122,113.38568,-889.625,647.15088,382.85608,-914.49359,930.48413,144.85944,-802.55353,629.25647,448.46869,-762.62872,853.63019,-695.28851,-887.24274,237.59253,-55.956545,-873.95386,207.26297
1.496,-409.92389,-852.6416,254.46387,-472.57788,-1052.08618,167.42151,-496.20386,-749.76947,135.75403,-265.6778,-1256.67725,63.15552,-142.84955,-1475.76001,100.70386,-299.18875,-490.43564,60.28391,-216.02728,-274.46832,130.74683,-59.95929,-1040.2926,237.06256,-57.33344,-707.78003,180.54565,105.604,-889.35687,650.68567,370.14856,-914.78339,937.88379,139.14465,-803.37537,632.81927,438.44684,-762.86572,862.59204,-697.60345,-886.74219,234.44592,-58.646365,-874.036315,208.804105
1.5,-412.27313,-853.10986,254.20483,-474.40002,-1053.32495,168.47412,-498.16675,-750.61224,135.30566,-267.30646,-1254.3999,58.80438,-144.96259,-1474.04663,93.8515,-301.01541,-490.25967,60.73702,-216.49078,-275.9859,137.81573,-62.57306,-1040.06714,238.57568,-60.03497,-708.19086,181.99896,97.78931,-889.10345,654.08673,357.49966,-915.10815,944.97919,133.34503,-804.21478,636.35266,428.39496,-763.06085,871.25543,-699.84601,-886.28864,231.93616,-61.304015,-874.129,210.28732
1.504,-414.51129,-853.65472,253.87415,-476.22498,-1054.71289,169.34326,-499.93286,-751.39197,134.68384,-268.71027,-1252.51733,55.2644,-146.52008,-1471.68591,89.9895,-302.91132,-489.88794,61.5196,-216.80316,-277.53418,144.98578,-65.24127,-1039.85791,240.06567,-62.66577,-708.62219,183.35596,89.94531,-888.8681,657.34692,344.9043,-915.45886,951.79193,127.46484,-805.0647,639.84949,418.3205,-763.21936,879.62732,-702.03656,-885.87939,230.03345,-63.95352,-874.24005,211.710815
1.508,-416.6441,-854.25372,253.46484,-478.08154,-1056.19238,169.87744,-501.50171,-752.07953,133.89941,-269.92743,-1251.10583,52.62927,-147.46613,-1468.86121,88.65369,-304.88126,-489.30771,62.66866,-217.02777,-279.01086,152.08594,-67.98627,-1039.68323,241.52679,-65.24628,-709.05768,184.61707,82.07922,-888.65582,660.45886,332.35721,-915.82495,958.34229,121.52277,-805.91095,643.29236,408.23206,-763.3515,887.7146,-704.18488,-885.51233,228.70093,-66.616275,-874.370455,213.07193
1.512,-418.67462,-854.88324,252.96838,-480.00439,-1057.69971,169.94348,-502.88477,-752.64362,132.96826,-271.02106,-1250.19861,50.9035,-147.83783,-1465.77344,89.26184,-306.90955,-488.52106,64.21697,-217.21368,-280.35565,159.03162,-70.82129,-1039.55957,242.9455,-67.79651,-709.46735,185.78979,74.19879,-888.47107,663.41602,319.8548,-916.19763,964.6496,115.54388,-806.73535,646.65381,398.1384,-763.46808,895.52582,-706.29205,-885.18665,227.89526,-69.3089,-874.51346,214.367645
1.516,-420.60468,-855.52069,252.37817,-482.03003,-1059.16687,169.43835,-504.10132,-753.05273,131.90857,-272.06818,-1249.77686,50.00476,-147.75275,-1462.62036,91.24121,-308.95172,-487.54193,66.19453,-217.38959,-281.54504,165.79382,-73.75055,-1039.50061,244.3028,-70.33405,-709.8125,186.88898,66.31268,-888.31714,666.2124,307.39572,-916.56793,970.73328,109.54932,-807.52441,649.90906,388.04755,-763.57758,903.07074,-708.3537,-884.90332,227.56775,-72.0423,-874.656555,215.59589
1.52,-422.44049,-856.14288,251.6936,-484.18335,-1060.52356,168.29114,-505.17456,-753.27893,130.74353,-273.14313,-1249.7749,49.78674,-147.36273,-1459.57935,94.09326,-310.93637,-486.39313,68.62039,-217.56219,-282.58228,172.37384,-76.76953,-1039.51746,245.57806,-72.87195,-710.0556,187.93634,58.43103,-888.19684,668.84229,294.9812,-916.92584,976.61212,103.55103,-808.2724,653.05066,377.96643,-763.68616,910.36023,-710.36517,-884.6637,227.66614,-74.82074,-874.78653,216.7572
1.524,-424.19525,-856.72644,250.92554,-486.46912,-1061.69922,166.46411,-506.12817,-753.29724,129.5083,-274.29901,-1250.09229,50.0741,-146.81329,-1456.79553,97.41956,-312.78625,-485.1076,71.48228,-217.72772,-283.48737,178.78748,-79.86554,-1039.61755,246.75116,-75.4162,-710.1698,188.95764,50.56439,-888.11346,671.3017,282.61554,-917.26257,982.30157,97.5517,-808.979,656.08917,367.901,-763.80011,917.40521,-712.3233,-884.46729,228.13428,-77.64087,-874.893675,217.8544
1.528,-425.8913,-857.25146,250.09692,-488.86389,-1062.62561,163.95691,-506.98682,-753.08649,128.25061,-275.55145,-1250.61011,50.69995,-146.22308,-1454.37549,100.92743,-314.44052,-483.73178,74.72392,-217.88434,-284.29053,185.05957,-83.0202,-1039.80396,247.80475,-77.96564,-710.14673,189.9776,42.72296,-888.07178,673.58984,270.30539,-917.57568,987.81268,91.54907,-809.64703,659.03979,357.85431,-763.92798,924.21606,-714.22369,-884.31311,228.91235,-80.49292,-874.975345,218.891175
1.532,-427.55499,-857.70648,249.24072,-491.31689,-1063.23877,160.81091,-507.77588,-752.63422,127.02136,-276.86932,-1251.20923,51.53937,-145.67877,-1452.37927,104.42487,-315.85623,-482.3222,78.25937,-218.04108,-285.02673,191.2229,-86.21283,-1040.07422,248.72528,-80.5119,-710.00391,191.01636,34.91608,-888.07843,675.70947,258.05896,-917.87097,993.15381,85.53625,-810.28235,661.91321,347.82605,-764.07922,930.80212,-716.05963,-884.19873,229.93628,-83.362365,-875.039065,219.87082
1.536,-429.21051,-858.08923,248.39319,-493.75537,-1063.48669,157.10999,-508.51587,-751.94775,125.85718,-278.17609,-1251.78455,52.52905,-145.2348,-1450.82092,107.80487,-316.99582,-480.93463,82.00062,-218.21783,-285.72961,197.31531,-89.42242,-1040.41968,249.5025,-83.04138,-709.7829,192.0885,27.15173,-888.1402,677.66687,245.88354,-918.16119,998.33136,79.49396,-810.8927,664.71655,337.8125,-764.26208,937.17212,-717.82672,-884.11554,231.13928,-86.2319,-875.10129,220.7955
1.54,-430.87238,-858.40356,247.58533,-496.09692,-1063.33484,152.97986,-509.21863,-751.06287,124.77014,-279.36725,-1252.25647,53.66766,-144.91449,-1449.67456,111.02448,-317.82129,-479.6181,85.87164,-218.44122,-286.42651,203.37158,-92.62775,-1040.82617,250.12793,-85.53937,-709.52887,193.20746,19.4364,-888.26221,679.47095,233.78143,-918.46161,1003.34631,73.38458,-811.48505,667.45801,327.8089,-764.48175,943.33551,-719.52338,-884.04938,232.45544,-89.08356,-875.17752,221.667695
1.544,-432.54022,-858.65729,246.8374,-498.26599,-1062.77283,148.578,-509.88818,-750.04108,123.75061,-280.3421,-1252.57568,54.99426,-144.71405,-1448.88599,114.08167,-318.30154,-478.42035,89.8067,-218.73578,-287.13571,209.4162,-95.80798,-1041.27563,250.59686,-87.99396,-709.26837,194.39105,11.77484,-888.448,681.13336,221.74881,-918.78632,1008.19183,67.16077,-812.06256,670.14844,317.81192,-764.74146,949.30261,-721.14911,-883.9881,233.82117,-91.90097,-875.272,222.493955
1.548,-434.20221,-858.85962,246.1582,-500.20837,-1061.823,144.08533,-510.52795,-748.95514,122.7782,-281.02911,-1252.72437,56.5553,-144.6109,-1448.38611,116.99646,-318.42419,-477.39294,93.74742,-219.11761,-287.86874,215.46033,-98.94397,-1041.75024,250.90997,-90.39514,-709.0105,195.66022,4.1712,-888.69897,682.66803,209.77997,-919.14496,1012.85706,60.78516,-812.62402,672.79657,307.81979,-765.0434,955.08319,-722.70245,-883.92444,235.17822,-94.669555,-875.38037,223.285095
1.552,-435.83966,-859.01733,245.5481,-501.90454,-1060.5459,139.69617,-511.14453,-747.87042,121.83228,-281.39459,-1252.71362,58.37457,-144.57489,-1448.10376,119.79907,-318.20029,-476.58624,97.64789,-219.59308,-288.63586,221.50171,-102.01727,-1042.23547,251.073,-92.73242,-708.76135,197.03455,-3.37134,-889.01392,684.09003,197.87201,-919.54108,1017.3338,54.23926,-813.16364,675.40094,297.83105,-765.38879,960.68481,-724.1839,-883.84979,236.47375,-97.374845,-875.49841,224.053775
1.556,-437.43573,-859.13171,245.00195,-503.37012,-1059.03711,135.60071,-511.74927,-746.83801,120.89807,-281.43341,-1252.578,60.43542,-144.57782,-1447.97632,122.52197,-317.65833,-476.03824,101.48396,-220.15887,-289.45013,227.52606,-105.00818,-1042.72363,251.0946,-94.99493,-708.53094,198.53021,-10.85004,-889.38861,685.41486,186.02576,-919.9715,1021.61945,47.52356,-813.67419,677.94653,287.84296,-765.77661,966.11395,-725.59601,-883.75226,237.6626,-100.001555,-875.627285,224.812405
1.56,-438.97858,-859.20038,244.5105,-504.64221,-1057.41772,131.9624,-512.35449,-745.89886,119.96912,-281.15582,-1252.36401,62.67865,-144.5976,-1447.95422,125.19287,-316.83569,-475.76685,105.25444,-220.80328,-290.328,233.50983,-107.89557,-1043.21301,250.98816,-97.17487,-708.33356,200.15839,-18.26331,-889.81635,686.65845,174.24579,-920.42749,1025.71692,40.65918,-814.15289,680.41461,277.85251,-766.20563,971.37695,-726.94037,-883.62329,238.70825,-102.53522,-875.773285,225.573275
1.564,-440.46259,-859.22156,244.06348,-505.76685,-1055.823,128.901,-512.96899,-745.08582,119.04675,-280.58221,-1252.11719,65.01123,-144.62042,-1448.0022,127.82983,-315.77539,-475.76974,108.97124,-221.50739,-291.28821,239.42438,-110.65936,-1043.70239,250.77252,-99.27094,-708.18475,201.92078,-25.60876,-890.28827,687.83643,162.54083,-920.89612,1029.63428,33.69073,-814.60498,682.79163,267.85706,-766.67596,976.48035,-728.2182,-883.46216,239.58459,-104.96515,-875.94357,226.34665
1.568,-441.88654,-859.19305,243.65112,-506.79211,-1054.38831,126.4884,-513.5968,-744.42267,118.13708,-279.74591,-1251.86987,67.32404,-144.63934,-1448.09839,130.43823,-314.52679,-476.03024,112.64947,-222.24725,-292.3483,245.23914,-113.28027,-1044.18787,250.4704,-101.28821,-708.09894,203.8092,-32.883,-890.79462,688.96191,150.92041,-921.36633,1033.38086,26.68463,-815.0387,685.06659,257.85458,-767.18896,981.42969,-729.43427,-883.27179,240.27612,-107.28424,-876.143405,227.1398
1.572,-443.2536,-859.11139,243.26587,-507.76318,-1053.23462,124.75061,-514.23657,-743.92426,117.24792,-278.69928,-1251.63354,69.51563,-144.65228,-1448.23291,133.01306,-313.14362,-476.52225,116.30309,-222.99847,-293.521,250.92578,-115.73914,-1044.66394,250.10638,-103.23505,-708.08801,205.80823,-40.08258,-891.32526,690.04285,139.39008,-921.83466,1036.96094,19.71216,-815.45624,687.22925,247.84247,-767.74487,986.22961,-730.5976,-883.05432,240.77661,-109.487095,-876.375975,227.957305
1.576,-444.56842,-858.9751,242.90149,-508.7168,-1052.45386,123.66736,-514.88452,-743.59344,116.38464,-277.51251,-1251.39893,71.51355,-144.66022,-1448.40405,135.54352,-311.67947,-477.21191,119.94228,-223.73944,-294.81116,256.46057,-118.01947,-1045.12805,249.70447,-105.12061,-708.16077,207.89697,-47.20349,-891.87085,691.08276,127.95178,-922.30536,1040.37427,12.81958,-815.85333,689.27478,237.81732,-768.34271,990.88409,-731.71869,-882.81085,241.0885,-111.57004,-876.64441,228.80072
1.58,-445.83417,-858.79004,242.55212,-509.67432,-1052.10059,123.17505,-515.53833,-743.41577,115.54834,-276.26349,-1251.14648,73.28302,-144.66559,-1448.61426,138.0188,-310.18646,-478.06088,123.56885,-224.45404,-296.21555,261.8252,-120.11169,-1045.58081,249.28754,-106.95331,-708.32227,210.05164,-54.24023,-892.42377,692.08154,116.6073,-922.78442,1043.61865,6.01593,-816.22577,691.2063,227.77765,-768.98053,995.39758,-732.80609,-882.54181,241.22119,-113.5325,-876.95154,229.66959
1.584,-447.05597,-858.56708,242.21021,-510.63757,-1052.18811,123.17419,-516.198,-743.36194,114.73486,-275.02423,-1250.85901,74.823,-144.67059,-1448.86584,140.43329,-308.71689,-479.03098,127.17178,-225.1308,-297.72369,267.00635,-122.01593,-1046.02563,248.87762,-108.74023,-708.57397,212.24884,-61.18616,-892.97791,693.03546,105.35986,-923.2771,1046.69336,-0.72083,-816.57336,693.03015,217.72498,-769.65332,999.77435,-733.86713,-882.24689,241.19067,-115.37808,-877.2998,230.56323
1.588,-448.24274,-858.31726,241.86768,-511.58972,-1052.68872,123.53979,-516.86096,-743.39923,113.93726,-273.84882,-1250.52734,76.15765,-144.67865,-1449.15942,142.78833,-307.32193,-480.08542,130.72644,-225.76117,-299.31982,271.99524,-123.74225,-1046.4657,248.49542,-110.48651,-708.91406,214.46594,-68.03564,-893.52856,693.93787,94.21265,-923.78906,1049.60083,-7.43243,-816.89923,694.75281,207.66455,-770.35071,1004.01636,-734.90765,-881.92639,241.01929,-117.11438,-877.68988,231.48068
1.592,-449.40619,-858.05035,241.51782,-512.50342,-1053.53723,124.13635,-517.51941,-743.49927,113.14868,-272.76886,-1250.15247,77.32947,-144.69379,-1449.49133,145.0929,-306.04767,-481.1882,134.19817,-226.3371,-300.98636,276.78729,-125.30939,-1046.90308,248.15802,-112.19574,-709.33789,216.68042,-74.78497,-894.07312,694.78137,83.1684,-924.32568,1052.34351,-14.1593,-817.20966,696.37915,197.60541,-771.05707,1008.12225,-735.93378,-881.58344,240.73315,-118.752565,-878.120485,232.41922
1.596,-450.55695,-857.77509,241.15576,-513.34985,-1054.64221,124.83301,-518.16455,-743.63806,112.36426,-271.7984,-1249.74487,78.38782,-144.72113,-1449.85327,147.36279,-304.93259,-482.30521,137.5481,-226.85114,-302.70761,281.38055,-126.74164,-1047.3396,247.87946,-113.86963,-709.83728,218.86926,-81.43262,-894.61115,695.56036,72.22925,-924.88898,1054.92554,-20.91534,-817.51318,697.91248,187.55878,-771.75507,1012.08899,-736.9505,-881.22424,240.36011,-120.305635,-878.58844,233.37436
1.6,-451.70245,-857.49872,240.77795,-514.10669,-1055.89868,125.51428,-518.79041,-743.79291,111.58093,-270.93927,-1249.32471,79.38037,-144.76483,-1450.2312,149.61755,-304.00656,-483.40594,140.73863,-227.2973,-304.47107,285.77368,-128.06567,-1047.7771,247.67456,-115.50793,-710.39917,221.00977,-87.97742,-895.1427,696.27136,61.39758,-925.47632,1057.35156,-27.67798,-817.81927,699.35522,177.53436,-772.43121,1015.91553,-737.961,-880.8573,239.92676,-121.7868,-879.088135,234.342165
